ཝ་གདོང་རུས་པ་,ཝ་མོའི་གདོང་རུས་ཀྱི་དབྱིབས་
ཝལ་ལེ་,ཝ་ལེ་
ཝེན་ཁྲེན་ཀོང་ཇོ་,ཝུན་ཤིང་ཀོང་ཇོ་
ཝང་ལོང་,ཝ་ལོང་
ཝལ་ལེ་,ཝ་ལེ་
ཝལ་ལེ་,ཝ་ལེ་
ཝུན་ཁྲེན་ཀོང་ཇོ་,གོང་གི་ཝུན་ཤིང་ཀོང་ཇོ་
ཝང་ལོང་,ཝ་ལོང་
ཝལ་ལེ་,ཝ་ལེ་
ཞག་རྩི་,ཞག་ཚི་
ཞབས་འདྲེད་,ཞབས་འགྲེད་
ཞར་,ཞོར་
ཞལ་འཚུས་,ཞལ་ཚུས་
ཞལ་ལ་,ཞལ་བ་
ཞིང་ག་,ཞིང་ཁ་
ཞིབ་མོ་,ཞིབ་པ་
ཞིམ་པ་,ཞིམ་པོ་
ཞུ་ངོ་,ཞུས་ངོ་
ཞེང་ཁ་,ཞེང་ག་
ཞོག་མ་,ཞོགས་མ་
ཞ་,ཞར་བ་
ཞིབ་,ཞིབ་བཤེར་
ཞག་བདུན་པའི་སྨན་,།བདུད་རྩི་ནི་ཞུན་མར་
ཞང་གི་ཟབ་རྒྱའི་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
ཞང་འགྲོ་བའི་མགོན་པོ་,སྔར་གྱི་རྟོགས་པ་
ཞབས་ཐོག་,ཞབས་ཏོག་
ཞར་རྒོག་,ཞར་གོག་
ཞི་བྱེད་ལམ་ལྔའི་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
ཞིང་ག་,ཞིང་ཁ་
ཞུ་ངོ་,ཞུས་ངོ་
ཞུས་དག་,ཞུ་དག་
ཞེན་པ་བཞི་བྲལ་གྱི་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
ཞ་སྔ་ནས་,ཞ་ངས་ནས་
ཞགས་ཐིག་,ཞགས་པ་
ཞང་ལོན་ཆེད་ཕོ་,ཞང་བློན་ཆེད་པོ་
ཞང་སློ་,ཞང་ལོན་
ཞམ་ཞར་,ཞོར་
ཞལ་ཆུ་,ཞལ་ཅུ་
ཞལ་སྐྱེམ་,ཞལ་སྐྱེམས་
ཞིབ་ཤིང་བ་,རྩ་བ་ཤིང་
ཞིམ་ཐིག་ཆུང་སྔོན་,ལོ་མ་རི་བོང་གི་རྣ་བ་
ཞེ་ཁམས་,ཞེ་ཁམ་པ་
ཞེ་ཁམས་ཕའ་,ཞེ་ཁམ་པ་
ཞ་,ཞར་བ་
ཞིབ་,ཞིབ་བཤེར་
ཞི་ལ་,བྱི་ལ་
ཞིལ་,བྱིལ་
ཞལ་ཏ་བ་,ཞལ་ཏ་པ་
ཞི་ལ་,བྱི་ལ་
ཞིལ་,བྱིལ་
ཞེང་ག་,ཞེང་ཁ་
ཞལ་ད་,ཞལ་ཏ་
ཞི་ལ་,བྱི་ལ་
ཞིལ་,བྱིལ་
ཟངས་ཐལ་,ཟང་ཐལ་
ཟབ་པ་,ཟབ་མོ་
ཟབ་པོ་,ཟབ་མོ་
ཟས་ཀྱི་རྣལ་འབྱོར་,ཁ་ཟས་སྨན་
ཟས་ངན་,དུག་
ཟིལ་དངར་,ཟིལ་མངར་
ཟུར་བཏོན་,ཟུར་འདོན་
ཟེ་འབྲུ་,ཟེའུ་འབྲུ་
ཟེ་མོ་,ཟེ་མོང་
ཟེ་ཚ་,ཟེ་ཚཱ་
ཟོ་ཆུན་རྒྱུད་མོ་,ཟོ་ཆུན་འཁྱུད་མོ་
ཟོག་རྫུ་,ཟོག་རྫུན་
ཟོང་ཆུ་,ཟོང་ཅུ་
ཟོམ་པ་,ཟོན་པ་
ཟོལ་བུ་,ཟོལ་པོ་
ཟླ་གང་,མཀའ་གང་
ཟླ་བ་འཛིན་པ་,ཟླ་འཛིན་
ཟླ་བོ་དངོས་པོའི་དཔེ་,དེ་
ཟ་གོང་,བྱ་གཡབ་
ཟབ་པའི་ཚུལ་དགུའི་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
ཟེ་མོ་,ཟེ་མོང་
ཟེའི་གར་,ཟེ་དཀར་
ཟོམ་པ་,ཟོན་པ་
ཟྭ་ཕྱི་ཨ་ཡ་,དབྱིབས་ཟྭ་
ཟླ་གང་,མདའ་གང་
ཟླ་ཕྱེད་ལོ་མ་,ལོ་མ་ཟླ་བ་ཕྱེད་ཀ་
ཟླ་འཇོག་གི་སྤང་ལྟུང་,འདོད་པ་ཆེ་བ་སྟེ་འཆང་བ་
ཟབ་ལམ་བདེ་ཆེན་རྒྱ་མཚོ་,རྒྱབ་ཡིག་གསང་བ་སྙིང་
ཟིལ་གྱིས་མི་ནོན་པ་སེང་གེ་ལྟ་བུའི་སྤྱོད་པ་,སེང་གེ་གང་ལའང་འཇིགས་པ་དང་བག་ཚ་བ་མེད་པ་
ཟ་ཁུ་ཁ་ཆུ་འདྲ་བ་,གཅིན་འབྱུང་བ་ཁུ་ཆུ་
ཟ་ཁུ་ནས་ཚིག་འདྲ་བ་,དྲོ་རོ་རེག་པ་ཡང་དེ་
ཟ་ཁུ་བཙོད་ཁུ་འདྲ་བ་,གཅིན་གྱི་མདོག་བཙོད་ཁུ་
ཟག་མྱེད་,ཟག་པ་མྱེད་པ་
ཟངས་ཐུར་བྲ་བོ་,རྩེ་མོ་བྲ་བོ་
ཟད་མྱི་ཤེས་ཕའ་,ཟད་མྱི་ཤེས་པ་
ཟའ་བོག་,ཟ་འོག་
ཟས་བརྣོགས་པ་,ཟས་རྣོག་པ་
ཟས་སྦག་,ཟས་སྤགས་
ཟུང་དུ་འཇུག་,ཟུང་འཇུག་
ཟྭ་ཡི་ཕྱི་མོ་,དབྱིབས་ཟྭ་
ཟླ་བའི་རི་མོ་,ལོ་མ་ཟླ་བ་ཕྱེད་པ་
ཟ་ཁུ་སྣག་ཚ་འདྲ་བ་,གཅིན་གྱི་མདོག་སྣག་ཚ་
ཟངས་ཐལ་,ཟང་ཐལ་
ཟིན་དེབ་རྩིས་འཕྲུལ་,ཕྱི་དབྱིབས་ཟིན་དེབ་
ཟེར་མོ་,ཁྱིམ་བྱ་
ཟ་བ་,འཛའ་བའི་ད་ལྟ་བ་
ཟ་ཚོ་,བཟའ་ཚོ་
ཟིལ་དངར་,ཟིལ་མངར་
ཟེ་མ་,གཟི་མ་
ཟེད་,ཟེལ་
ཟ་ཚོ་,བཟའ་ཚོ་
ཟིལ་དངར་,ཟིལ་མངར་
ཟུད་,ནང་དུ་བཅུག་པའི་དོན་བཙུད་ཀྱི་སྐུལ་ཚིག་
ཟེ་མ་,གཟི་མ་
ཟེད་,ཟེལ་
ཟེམ་,སེམས་ཆུང་བྱེད་པའི་དོན་འཛེམ་
ཟོས་པ་,བཟས་པ་
ཟ་ཚོ་,བཟའ་ཚོ་
ཟིལ་དངར་,ཟིལ་མངར་
ཟེ་མ་,གཟི་མ་
ཟེད་,ཟེལ་
ཟ་བ་,འཛའ་བའི་ད་ལྟ་བ་
འཁོལ་ཆུ་གཙང་པོ་,མཐར་བུམ་ཆུ་
འཁོས་ཁ་,འཁོས་ཀ་
འཁྱུག་ཙམ་,ཁྱུག་ཙམ་
འཁྲང་གྱུར་,མཁྲང་འགྱུར་
འཁྲན་ཆ་,འཁྲེན་ཆ་
འགང་,འགངས་
འགན་འཛི་ར་,འགན་འཇིར་
འགལ་བ་ཅན་གྱི་དོན་གཞན་བཀོད་པ་,དེ་
འགི་ཝང་,གི་ཝང་
འགི་ཧང་,གི་ཝང་
འགིའུ་ཝང་,གི་ཝང་
འགུར་ཞོ་,མགུར་ཞོ་
འགོའུ་ཏ་མ་,གོཨོཏམ་
འགྲུལ་སྣ་,འགྲུལ་ཁ་
འགྲེང་པོ་,འགྲེང་བུ་
འགྲོན་ཁང་,མགྲོན་གང་
འགྲོན་པོ་,མགྲོན་པོ་
འགྲོན་བུ་,མགྲོན་བུ་
འཆང་བཟུང་,འཆང་གཟུང་
འཆི་ཀ་,འཆི་ཁ་
འཆི་བ་,འཆི་བ་མི་རྟག་ནམ་མཁའི་གློག་
འཇབ་རྩེ་,འཇབ་ཙེ་
འཇབ་ཚེ་,འཇབ་ཙེ་
འཇམ་ཅག་གེ་བ་,འཇམ་ཆག་གེ་བ་
འཇམ་པ་,འཇམ་པོ་
འཇམ་པོ་,སྙན་པོ་ཁུ་བྱུག་ངག་
འཇམ་མོ་,འཇམ་པོ་
འཇའ་འདེགས་,འཇའ་རྡེག་
འཇལ་སྡུམ་,འཇལ་དུམ་
འཇིགས་ཡེ་རེ་,འཇིགས་ཡོ་རེ་
འཇིང་,འཇིངས་
འཇུར་འགེགས་,འཇུར་གེགས་
འཇུར་བ་,འཇུར་མ་
འཇེམ་པོ་,འཇེམ་པ་
འཇོང་པོ་,འཇོང་མོ་
འཐུག་པ་,མཐུག་པོ་
འཐུག་པོ་,མཐུག་པོ་
འཐུད་པ་,མཐུད་པ་
འཐོལ་བ་,མཐོལ་བ་
འདག་གུ་,ལྡག་གུ་
འདག་བྱིལ་,འདག་བྱེའུ་
འདང་མ་འདངས་,ལྡང་མ་ལྡངས་
འདན་པ་,སྒོའི་གཏན་པའི་དོན་དུ་གོ་བའི་མདན་པ་
འདམ་བྱེའུ་,འདག་བྱེའུ་
འདི་མཚུངས་,འདི་
འདུན་ལས་,དུན་ལས་
འདུར་བོན་,དུར་བོན་
འདོ་བ་,འདོ་བ་རྟ་ཡི་བང་
འདོ་ལི་,མདོ་ལི་
འདོ་ལེ་,མདོ་ལི་
འདོད་རྒུ་,འདོད་དགུ་
འདོད་རྔམ་,འདོད་རྔམས་
འདོལ་པོ་,འདོལ་བ་
འདྲ་སྒྲིག་པ་,ངོ་མ་མ་ཡིན་པར་དེ་
འདྲ་ཆགས་པ་,འདྲ་ཆགས་པོ་
འདྲ་པོ་,མཚུངས་པའི་དོན་དུ་གོ་བའི་འདྲ་བ་
འདྲ་དཔེ་,མཚུངས་པའི་དཔེ་སྟེ་དཔེར་ན་མི་དེའི་སྣ་གླང་ཆེན་གྱི་སྣ་
འདྲ་སྤྱད་,དྲས་སྤྱད་
འདྲ་བཟོས་,དཔེ་དེ་
འདྲ་བཤུས་,མ་དཔེ་
འདྲེས་པའི་མ་རིག་པ་,ལྟ་བ་ཉོན་མོངས་ཅན་
འཕངས་པ་,ཕངས་པ་
འཕལ་ཁ་,འཕལ་ཀ་
འཕེལ་ཀ་,འཕེལ་ཁ་
འཕོང་གི་སྤོང་ས་,འཕོང་གི་དཔོང་ས་
འཕོན་པོ་,ཕོན་པོ་
འཕྱ་ལད་,འོས་མིན་གྱི་ངོ་བསྟོད་བྱེད་པ་ནི་དོན་ལ་འཕྱ་ལད་རྒྱག་པ་
འཕྱང་འཕྲུལ་,ཕྱང་ཕྲུལ་
འཕྱད་པ་,ཕྱད་པ་
འཕྱམ་,ཕྱམ་
འཕྱར་ཁ་,འཕྱར་ཀ་
འཕྱིང་བ་,ཕྱིང་བ་
འཕྱུར་པོ་,འཕྱུར་བུ་
འཕྱོངས་,འཕྱོང་
འཕྲད་,ཕྲད་
འཕྲས་པ་,འཕྲེས་པ་
འཕྲིན་,ཕྲིན་
འཕྲིན་ལས་,ཕྲིན་ལས་
འཕྲུ་ཏོག་ཞཱ་མོའི་ཏོག་འཕྲུ་བ་,ཕྲུ་བ་
འཕྲེང་རྒྱུད་,ཕྲེང་རྒྱུད་
འཕྲེང་བ་,ཕྲེང་བ་
འབག་ཆས་,གདོང་གི་དབྱིབས་
འབའ་ཇི་,འབའ་ཆི་
འབེལ་བ་,འབེལ་པོ་
འབོག་ཏོ་,འབོག་ཐོ་
འབོལ་བ་,འབོལ་པོ་
འབྱོར་བ་,འབྱོར་པ་
འབྲས་མོ་ལྗོངས་,འབྲས་མོ་གཤོངས་
འབྲས་མོ་གཞོངས་,འབྲས་མོ་གཤོངས་
འབྲིང་པོ་,འབྲིང་བ་
འབྲུ་མང་པོའི་བསྡུ་བ་,ཟླ་བ་
འབྲུ་ཚ་,འབྲུ་ཙ་
འབྲུག་,མེ་སྒྱོགས་ཀྱི་སྒྲ་དེ་འབྲུག་སྐད་རྒྱག་པ་
འབྲུག་སྒྲ་,གྲགས་ཆེ་འབྲུག་སྒྲ་
འབྲུམ་བུ་,འབྲུམ་པ་
འབྲེང་པ་,འབྲེང་བུ་
འབྲོས་འབྱོལ་,བྲོས་བྱོལ་
འཚང་ཁ་,འཚང་ག་
འཚང་ར་,མཚང་ར་
འཚམས་འདྲི་,འཚམ་འདྲི་
འཚམས་པོ་,འཚམ་པོ་
འཚེད་སྣུམ་,འཚོད་སྣུམ་
འཚེར་སྣང་,མཚེར་སྣང་
འཛིང་བ་,འཁྲུགས་པ་
འཛེར་དུམ་,མཛེར་དུམ་
འཛེར་པ་,མཛེར་པ་
འུང་ཏེང་,འུང་ཏེ་
འུང་སྟེ་,འུང་ཏེ་
འུབས་པ་,འུབ་པ་
འུར་རུ་རུ་,འུ་རུ་རུ་
འོ་ཚབས་,མོ་ནད་ཁྲག་ཚབས་རིགས་ཤིག་ཟླ་མཚན་འོ་ཁའི་ཆུ་
འོག་སྒོ་གཉིས་,ལུས་ཀྱི་འོག་ངོས་སུ་སྒོ་
འོང་ག་,འོང་ཁ་
འོད་ཀོར་,འོད་སྐོར་
འོན་ཅིག་,ཁྱེར་ཤོག་འོན་ཏང།ཨཱཨོན་ཏེ་
འོན་གསེང་,འོན་སེང་
འོལ་མདུད་,ཨོལ་མདུད་
འཁོར་,འཁོར་ལོ་
འཆུག་,འཕྱུག་
འཇིག་,འཇིག་རྟེན་
འཇིལ་ལི་,སྤུའམ་སྤུ་
འཕར་བ་,དབྱིབས་སྤྱང་ཀི་
འབ་འུབ་,ཁ་སྐད་དུ་འ་བེ་འུབ་བེ་ཟེར་བ་
འབྲོང་,ལུས་དབྱིབས་འབྲི་གཡག་
འུད་,ཁོ་རང་གི་སྐད་ནི་ཅོང་སྒྲ་
འུར་ཆ་,ཕྱུགས་རྫིས་རྡོ་འཕེན་བྱེད་ཐག་པ་
འཁོར་བའི་རང་བཞིན་དཔེ་དྲུག་བསྟན་པ་,།བཟང་ངན་བདེ་སྡུག་འགྱུར་བས་སྤྲིན་
འཁོལ་ཆུ་གཙང་པོ་,མཐར་བུམ་ཆུ་
འཁྱུག་ཙམ་,ཁྱུག་ཙམ་
འགང་,འགངས་
འགན་འཛི་ར་,འགན་འཇིར་
འགི་ཝང་,གི་ཝང་
